tanggal,jual,beli,date,formatted_date
06/11/2015,13358,13226,,
06/10/2015,13396,13262,,
06/09/2015,13429,13295,,
06/08/2015,13427,13293,,
06/05/2015,13354,13222,,
06/04/2015,13309,13177,,
06/03/2015,13262,13130,,
06/01/2015,13296,13164,,
5/29/2015,13277,13145,,
5/28/2015,13271,13139,,
5/27/2015,13295,13163,,
5/26/2015,13258,13126,,
5/25/2015,13252,13120,,
5/22/2015,13202,13070,,
5/21/2015,13216,13084,,
5/20/2015,13235,13103,,
5/19/2015,13249,13117,,
5/18/2015,13182,13050,,
5/15/2015,13155,13025,,
5/13/2015,13254,13122,,
05/12/2015,13269,13137,,
05/11/2015,13182,13050,,
05/08/2015,13243,13111,,
05/07/2015,13130,13000,,
05/06/2015,13105,12975,,
05/05/2015,13058,12928,,
05/04/2015,13086,12956,,
4/30/2015,13002,12872,,
4/29/2015,13029,12899,,
4/28/2015,13043,12913,,
4/27/2015,12987,12857,,
4/24/2015,13006,12876,,
4/23/2015,13004,12874,,
4/22/2015,13017,12887,,
4/21/2015,13007,12877,,
4/20/2015,12939,12811,,
4/17/2015,12927,12799,,
4/16/2015,12902,12774,,
4/15/2015,13041,12911,,
4/14/2015,13044,12914,,
4/13/2015,13010,12880,,
04/10/2015,12975,12845,,
04/09/2015,13038,12908,,
04/08/2015,13067,12937,,
04/07/2015,13047,12917,,
04/06/2015,13007,12877,,
04/02/2015,13065,12935,,
04/01/2015,13108,12978,,
3/31/2015,13149,13019,,
3/30/2015,13151,13021,,
3/27/2015,13129,12999,,
3/26/2015,13068,12938,,
3/25/2015,12997,12867,,
3/24/2015,13037,12907,,
3/23/2015,13141,13011,,
3/20/2015,13140,13010,,
3/19/2015,13073,12943,,
3/18/2015,13230,13098,,
3/17/2015,13275,13143,,
3/16/2015,13303,13171,,
3/13/2015,13257,13125,,
03/12/2015,13242,13110,,
03/11/2015,13230,13098,,
03/10/2015,13124,12994,,
03/09/2015,13112,12982,,
03/06/2015,13048,12918,,
03/05/2015,13087,12957,,
03/04/2015,13028,12898,,
03/03/2015,13027,12897,,
03/02/2015,13058,12928,,
2/27/2015,12927,12799,,
2/26/2015,12926,12798,,
2/25/2015,12951,12823,,
2/24/2015,12930,12802,,
2/23/2015,12877,12749,,
2/20/2015,12913,12785,,
2/18/2015,12868,12740,,
2/17/2015,12821,12693,,
2/16/2015,12806,12678,,
2/13/2015,12833,12705,,
02/12/2015,12858,12730,,
02/11/2015,12764,12636,,
02/10/2015,12707,12581,,
02/09/2015,12742,12616,,
02/06/2015,12676,12550,,
02/05/2015,12716,12590,,
02/04/2015,12672,12546,,
02/03/2015,12706,12580,,
02/02/2015,12764,12636,,
1/30/2015,12688,12562,,
1/29/2015,12578,12452,,
1/28/2015,12560,12436,,
1/27/2015,12555,12431,,
1/26/2015,12580,12454,,
1/23/2015,12506,12382,,
1/22/2015,12513,12389,,
1/21/2015,12620,12494,,
1/20/2015,12722,12596,,
1/19/2015,12675,12549,,
1/16/2015,12656,12530,,
1/15/2015,12680,12554,,
1/14/2015,12643,12517,,
1/13/2015,12671,12545,,
01/12/2015,12631,12505,,
01/09/2015,12703,12577,,
01/08/2015,12795,12667,,
01/07/2015,12796,12668,,
01/06/2015,12721,12595,,
01/05/2015,12652,12526,,
01/02/2015,12536,12412,,
12/31/2014,12502,12378,,
12/30/2014,12498,12374,,
12/29/2014,12496,12372,,
12/24/2014,12529,12405,,
12/23/2014,12518,12394,,
12/22/2014,12497,12373,,
12/19/2014,12563,12437,,
12/18/2014,12628,12502,,
12/17/2014,12784,12656,,
12/16/2014,12965,12835,,
12/15/2014,12662,12536,,
12/12/2014,12494,12370,,
12/11/2014,12398,12274,,
12/10/2014,12398,12274,,
12/09/2014,12409,12285,,
12/08/2014,12414,12290,,
12/05/2014,12357,12235,,
12/04/2014,12380,12256,,
12/03/2014,12356,12234,,
12/02/2014,12337,12215,,
12/01/2014,12325,12203,,
11/28/2014,12257,12135,,
11/27/2014,12240,12118,,
11/26/2014,12221,12099,,
11/25/2014,12227,12105,,
11/24/2014,12183,12061,,
11/21/2014,12222,12100,,
11/20/2014,12222,12100,,
11/19/2014,12185,12063,,
11/18/2014,12207,12085,,
11/17/2014,12254,12132,,
11/14/2014,12267,12145,,
11/13/2014,12252,12130,,
11/12/2014,12266,12144,,
11/11/2014,12224,12102,,
11/10/2014,12199,12077,,
11/07/2014,12210,12088,,
11/06/2014,12240,12118,,
11/05/2014,12152,12032,,
11/04/2014,12191,12069,,
11/03/2014,12166,12044,,
10/31/2014,12142,12022,,
10/30/2014,12226,12104,,
10/29/2014,12224,12102,,
10/28/2014,12219,12097,,
10/27/2014,12102,11982,,
10/24/2014,12125,12005,,
10/23/2014,12094,11974,,
10/22/2014,12086,11966,,
10/21/2014,12053,11933,,
10/20/2014,12101,11981,,
10/17/2014,12283,12161,,
10/16/2014,12268,12146,,
10/15/2014,12290,12168,,
10/14/2014,12256,12134,,
10/13/2014,12263,12141,,
10/10/2014,12268,12146,,
10/09/2014,12251,12129,,
10/08/2014,12302,12180,,
10/07/2014,12251,12129,,
10/06/2014,12273,12151,,
10/03/2014,12205,12083,,
10/02/2014,12197,12075,,
10/01/2014,12249,12127,,
9/30/2014,12273,12151,,
9/29/2014,12181,12059,,
9/26/2014,12067,11947,,
9/25/2014,12007,11887,,
9/24/2014,12036,11916,,
9/23/2014,12047,11927,,
9/22/2014,12032,11912,,
9/19/2014,12045,11925,,
9/18/2014,12090,11970,,
9/17/2014,11968,11848,,
9/16/2014,11963,11843,,
9/15/2014,11934,11816,,
09/12/2014,11890,11772,,
09/11/2014,11890,11772,,
09/10/2014,11841,11723,,
09/09/2014,11813,11695,,
09/08/2014,11781,11663,,
09/05/2014,11829,11711,,
09/04/2014,11819,11701,,
09/03/2014,11840,11722,,
09/02/2014,11793,11675,,
09/01/2014,11769,11651,,
8/29/2014,11776,11658,,
8/28/2014,11740,11624,,
8/27/2014,11767,11649,,
8/26/2014,11774,11656,,
8/25/2014,11773,11655,,
8/22/2014,11712,11596,,
8/21/2014,11776,11658,,
8/20/2014,11766,11648,,
8/19/2014,11740,11624,,
8/18/2014,11739,11623,,
8/15/2014,11751,11635,,
8/14/2014,11725,11609,,
8/13/2014,11741,11625,,
08/12/2014,11735,11619,,
08/11/2014,11787,11669,,
08/08/2014,11881,11763,,
08/07/2014,11825,11707,,
08/06/2014,11815,11697,,
08/05/2014,11792,11674,,
08/04/2014,11806,11688,,
08/01/2014,11649,11533,,
7/25/2014,11649,11533,,
7/24/2014,11589,11473,,
7/23/2014,11555,11441,,
7/22/2014,11589,11473,,
7/21/2014,11635,11519,,
7/18/2014,11765,11647,,
7/17/2014,11726,11610,,
7/16/2014,11864,11746,,
7/15/2014,11768,11650,,
7/14/2014,11685,11569,,
07/11/2014,11685,11569,,
07/10/2014,11607,11491,,
07/08/2014,11753,11637,,
07/07/2014,11846,11728,,
07/04/2014,11946,11828,,
07/03/2014,12023,11903,,
07/02/2014,11913,11795,,
07/01/2014,11857,11739,,
6/30/2014,12029,11909,,
6/27/2014,12164,12042,,
6/26/2014,12151,12031,,
6/25/2014,12087,11967,,
6/24/2014,12060,11940,,
6/23/2014,12031,11911,,
6/20/2014,12027,11907,,
6/19/2014,11976,11856,,
6/18/2014,12038,11918,,
6/17/2014,11922,11804,,
6/16/2014,11873,11755,,
6/13/2014,11840,11722,,
06/12/2014,11872,11754,,
06/11/2014,11862,11744,,
06/10/2014,11865,11747,,
06/09/2014,11849,11731,,
06/06/2014,11882,11764,,
06/05/2014,11933,11815,,
06/04/2014,11869,11751,,
06/03/2014,11865,11747,,
06/02/2014,11799,11681,,
5/30/2014,11669,11553,,
5/28/2014,11671,11555,,
5/26/2014,11691,11575,,
5/23/2014,11618,11502,,
5/22/2014,11573,11457,,
5/21/2014,11565,11449,,
5/20/2014,11498,11384,,
5/19/2014,11408,11294,,
5/16/2014,11472,11358,,
5/14/2014,11544,11430,,
5/13/2014,11583,11467,,
05/12/2014,11594,11478,,
05/09/2014,11621,11505,,
05/08/2014,11682,11566,,
05/07/2014,11585,11469,,
05/06/2014,11569,11453,,
05/05/2014,11569,11453,,
05/02/2014,11595,11479,,
4/30/2014,11590,11474,,
4/29/2014,11647,11531,,
4/28/2014,11626,11510,,
4/25/2014,11659,11543,,
4/24/2014,11666,11550,,
4/23/2014,11648,11532,,
4/22/2014,11543,11429,,
4/21/2014,11487,11373,,
4/17/2014,11475,11361,,
4/16/2014,11495,11381,,
4/15/2014,11491,11377,,
4/14/2014,11501,11387,,
04/11/2014,11507,11393,,
04/10/2014,11399,11285,,
04/08/2014,11366,11252,,
04/07/2014,11338,11226,,
04/04/2014,11367,11253,,
04/03/2014,11367,11253,,
04/02/2014,11360,11246,,
04/01/2014,11327,11215,,
3/28/2014,11461,11347,,
3/27/2014,11495,11381,,
3/26/2014,11465,11351,,
3/25/2014,11414,11300,,
3/24/2014,11441,11327,,
3/21/2014,11488,11374,,
3/20/2014,11464,11350,,
3/19/2014,11370,11256,,
3/18/2014,11338,11226,,
3/17/2014,11328,11216,,
3/14/2014,11478,11364,,
3/13/2014,11444,11330,,
03/12/2014,11489,11375,,
03/11/2014,11441,11327,,
03/10/2014,11506,11392,,
03/07/2014,11452,11338,,
03/06/2014,11612,11496,,
03/05/2014,11638,11522,,
03/04/2014,11705,11589,,
03/03/2014,11654,11538,,
2/28/2014,11692,11576,,
2/27/2014,11733,11617,,
2/26/2014,11727,11611,,
2/25/2014,11678,11562,,
2/24/2014,11787,11669,,
2/21/2014,11851,11733,,
2/20/2014,11831,11713,,
2/19/2014,11909,11791,,
2/18/2014,11885,11767,,
2/17/2014,11775,11657,,
2/14/2014,11945,11827,,
2/13/2014,12133,12013,,
02/12/2014,12176,12054,,
02/11/2014,12235,12113,,
02/10/2014,12227,12105,,
02/07/2014,12237,12115,,
02/06/2014,12220,12098,,
02/05/2014,12233,12111,,
02/04/2014,12309,12187,,
02/03/2014,12312,12190,,
1/30/2014,12287,12165,,
1/29/2014,12215,12093,,
1/28/2014,12328,12206,,
1/27/2014,12259,12137,,
1/24/2014,12238,12116,,
1/23/2014,12234,12112,,
1/22/2014,12210,12088,,
1/21/2014,12183,12061,,
1/20/2014,12171,12049,,
1/17/2014,12188,12066,,
1/16/2014,12178,12056,,
1/15/2014,12137,12017,,
1/13/2014,12107,11987,,
01/10/2014,12258,12136,,
01/09/2014,12324,12202,,
01/08/2014,12290,12168,,
01/07/2014,12323,12201,,
01/06/2014,12291,12169,,
01/03/2014,12287,12165,,
01/02/2014,12303,12181,,
