date;kurs_close;value_import;value_export;volume_import;volume_export
2015-05-05;13048;143;150;147093;508827
2015-05-06;13035;143;150;147093;508827
2015-05-07;13145;143;150;147093;508827
2015-05-08;13128;143;150;147093;508827
2015-05-11;13155;143;150;147093;508827
2015-05-12;13198;143;150;147093;508827
2015-05-13;13138;143;150;147093;508827
2015-05-14;13138;143;150;147093;508827
2015-05-15;13091;143;150;147093;508827
2015-05-18;13137;143;150;147093;508827
2015-05-19;13116;143;150;147093;508827
2015-05-20;13175;143;150;147093;508827
2015-05-21;13130;143;150;147093;508827
2015-05-22;13155;143;150;147093;508827
2015-05-25;13187;143;150;147093;508827
2015-05-26;13210;143;150;147093;508827
2015-05-27;13202;143;150;147093;508827
2015-05-28;13222;143;150;147093;508827
2015-05-29;13224;143;150;147093;508827
2015-06-01;13223;143;150;147093;508827
2015-06-02;13223;143;150;147093;508827
2015-06-03;13221;143;150;147093;508827
2015-06-04;13282;143;150;147093;508827
2015-06-05;13276;143;150;147093;508827
2015-06-08;13380;143;150;147093;508827
2015-06-09;13303;143;150;147093;508827
2015-06-10;13313;143;150;147093;508827
2015-06-11;13321;143;150;147093;508827
2015-06-12;13333;143;150;147093;508827
2015-06-15;13335;143;150;147093;508827
2015-06-16;13353;143;150;147093;508827
2015-06-17;13368;143;150;147093;508827
2015-06-18;13305;143;150;147093;508827
2015-06-19;13332;143;150;147093;508827
2015-06-22;13310;143;150;147093;508827
2015-06-23;13255;143;150;147093;508827
2015-06-24;13304;143;150;147093;508827
2015-06-25;13328;143;150;147093;508827
2015-06-26;13310;143;150;147093;508827
2015-06-29;13345;143;150;147093;508827
2015-06-30;13333;143;150;147093;508827
2015-07-01;13326;143;150;147093;508827
2015-07-02;13338;143;150;147093;508827
2015-07-03;13320;143;150;147093;508827
2015-07-06;13350;143;150;147093;508827
2015-07-07;13328;143;150;147093;508827
2015-07-08;13345;143;150;147093;508827
2015-07-09;13336;143;150;147093;508827
2015-07-10;13314;143;150;147093;508827
2015-07-13;13300;143;150;147093;508827
2015-07-14;13335;143;150;147093;508827
2015-07-15;13345;143;150;147093;508827
2015-07-16;13345;143;150;147093;508827
2015-07-17;13345;143;150;147093;508827
2015-07-20;13345;143;150;147093;508827
2015-07-21;13345;143;150;147093;508827
2015-07-22;13378;143;150;147093;508827
2015-07-23;13423;143;150;147093;508827
2015-07-24;13445;143;150;147093;508827
2015-07-27;13459;143;150;147093;508827
2015-07-28;13463;143;150;147093;508827
2015-07-29;13456;143;150;147093;508827
2015-07-30;13468;143;150;147093;508827
2015-07-31;13528;143;150;147093;508827
2015-08-03;13500;143;150;147093;508827
2015-08-04;13486;143;150;147093;508827
2015-08-05;13514;143;150;147093;508827
2015-08-06;13542;143;150;147093;508827
2015-08-07;13540;143;150;147093;508827
2015-08-10;13549;143;150;147093;508827
2015-08-11;13600;143;150;147093;508827
2015-08-12;13785;143;150;147093;508827
2015-08-13;13745;143;150;147093;508827
2015-08-14;13788;143;150;147093;508827
2015-08-17;13788;143;150;147093;508827
2015-08-18;13818;143;150;147093;508827
2015-08-19;13843;143;150;147093;508827
2015-08-20;13870;143;150;147093;508827
2015-08-21;13943;143;150;147093;508827
2015-08-24;14047;143;150;147093;508827
2015-08-25;14065;143;150;147093;508827
2015-08-26;14123;143;150;147093;508827
2015-08-27;13993;143;150;147093;508827
2015-08-28;13983;143;150;147093;508827
2015-08-31;14050;143;150;147093;508827
2015-09-01;14098;143;150;147093;508827
2015-09-02;14130;143;150;147093;508827
2015-09-03;14169;143;150;147093;508827
2015-09-04;14165;143;150;147093;508827
2015-09-07;14248;143;150;147093;508827
2015-09-08;14280;143;150;147093;508827
2015-09-09;14262;143;150;147093;508827
2015-09-10;14333;143;150;147093;508827
2015-09-11;14330;143;150;147093;508827
2015-09-14;14348;143;150;147093;508827
2015-09-15;14408;143;150;147093;508827
2015-09-16;14455;143;150;147093;508827
2015-09-17;14458;143;150;147093;508827
2015-09-18;14375;143;150;147093;508827
2015-09-21;14455;143;150;147093;508827
2015-09-22;14498;143;150;147093;508827
2015-09-23;14648;143;150;147093;508827
2015-09-24;14648;143;150;147093;508827
2015-09-25;14685;143;150;147093;508827
2015-09-28;14698;143;150;147093;508827
2015-09-29;14683;143;150;147093;508827
2015-09-30;14650;143;150;147093;508827
2015-10-01;14670;143;150;147093;508827
2015-10-02;14643;143;150;147093;508827
2015-10-05;14495;143;150;147093;508827
2015-10-06;14246;143;150;147093;508827
2015-10-07;13825;143;150;147093;508827
2015-10-08;13868;143;150;147093;508827
2015-10-09;13420;143;150;147093;508827
2015-10-12;13405;143;150;147093;508827
2015-10-13;13620;143;150;147093;508827
2015-10-14;13620;143;150;147093;508827
2015-10-15;13455;143;150;147093;508827
2015-10-16;13530;143;150;147093;508827
2015-10-19;13532;143;150;147093;508827
2015-10-20;13645;143;150;147093;508827
2015-10-21;13717;143;150;147093;508827
2015-10-22;13658;143;150;147093;508827
2015-10-23;13635;143;150;147093;508827
2015-10-26;13645;143;150;147093;508827
2015-10-27;13623;143;150;147093;508827
2015-10-28;13478;143;150;147093;508827
2015-10-29;13635;143;150;147093;508827
2015-10-30;13688;143;150;147093;508827
2015-11-02;13668;143;150;147093;508827
2015-11-03;13555;143;150;147093;508827
2015-11-04;13555;143;150;147093;508827
2015-11-05;13565;143;150;147093;508827
2015-11-06;13560;143;150;147093;508827
2015-11-09;13648;143;150;147093;508827
2015-11-10;13610;143;150;147093;508827
2015-11-11;13603;143;150;147093;508827
2015-11-12;13603;143;150;147093;508827
2015-11-13;13665;143;150;147093;508827
2015-11-16;13728;143;150;147093;508827
2015-11-17;13748;143;150;147093;508827
2015-11-18;13800;143;150;147093;508827
2015-11-19;13778;143;150;147093;508827
2015-11-20;13655;143;150;147093;508827
2015-11-23;13723;143;150;147093;508827
2015-11-24;13708;143;150;147093;508827
2015-11-25;13688;143;150;147093;508827
2015-11-26;13729;143;150;147093;508827
2015-11-27;13780;143;150;147093;508827
2015-11-30;13835;143;150;147093;508827
2015-12-01;13783;143;150;147093;508827
2015-12-02;13798;143;150;147093;508827
2015-12-03;13844;143;150;147093;508827
2015-12-04;13832;143;150;147093;508827
2015-12-07;13843;143;150;147093;508827
2015-12-08;13873;143;150;147093;508827
2015-12-09;13873;143;150;147093;508827
2015-12-10;13935;143;150;147093;508827
2015-12-11;13948;143;150;147093;508827
2015-12-14;14078;143;150;147093;508827
2015-12-15;14057;143;150;147093;508827
2015-12-16;14070;143;150;147093;508827
2015-12-17;14007;143;150;147093;508827
2015-12-18;13918;143;150;147093;508827
2015-12-21;13773;143;150;147093;508827
2015-12-22;13675;143;150;147093;508827
2015-12-23;13643;143;150;147093;508827
2015-12-24;13643;143;150;147093;508827
2015-12-25;13643;143;150;147093;508827
2015-12-28;13650;143;150;147093;508827
2015-12-29;13745;143;150;147093;508827
2015-12-30;13783;143;150;147093;508827
2015-12-31;13788;143;150;147093;508827
2016-01-01;13915;136;145;152025;511728
2016-01-04;13915;136;145;152025;511728
2016-01-05;13863;136;145;152025;511728
2016-01-06;13948;136;145;152025;511728
2016-01-07;13928;136;145;152025;511728
2016-01-08;13923;136;145;152025;511728
2016-01-11;13875;136;145;152025;511728
2016-01-12;13910;136;145;152025;511728
2016-01-13;13828;136;145;152025;511728
2016-01-14;13910;136;145;152025;511728
2016-01-15;13895;136;145;152025;511728
2016-01-18;13933;136;145;152025;511728
2016-01-19;13880;136;145;152025;511728
2016-01-20;13960;136;145;152025;511728
2016-01-21;13910;136;145;152025;511728
2016-01-22;13850;136;145;152025;511728
2016-01-25;13873;136;145;152025;511728
2016-01-26;13900;136;145;152025;511728
2016-01-27;13879;136;145;152025;511728
2016-01-28;13875;136;145;152025;511728
2016-01-29;13775;136;145;152025;511728
2016-02-01;13638;136;145;152025;511728
2016-02-02;13688;136;145;152025;511728
2016-02-03;13765;136;145;152025;511728
2016-02-04;13638;136;145;152025;511728
2016-02-05;13625;136;145;152025;511728
2016-02-08;13625;136;145;152025;511728
2016-02-09;13605;136;145;152025;511728
2016-02-10;13463;136;145;152025;511728
2016-02-11;13463;136;145;152025;511728
2016-02-12;13490;136;145;152025;511728
2016-02-15;13375;136;145;152025;511728
2016-02-16;13400;136;145;152025;511728
2016-02-17;13510;136;145;152025;511728
2016-02-18;13495;136;145;152025;511728
2016-02-19;13495;136;145;152025;511728
2016-02-22;13438;136;145;152025;511728
2016-02-23;13425;136;145;152025;511728
2016-02-24;13413;136;145;152025;511728
2016-02-25;13411;136;145;152025;511728
2016-02-26;13370;136;145;152025;511728
2016-02-29;13372;136;145;152025;511728
2016-03-01;13350;136;145;152025;511728
2016-03-02;13290;136;145;152025;511728
2016-03-03;13235;136;145;152025;511728
2016-03-04;13135;136;145;152025;511728
2016-03-07;13090;136;145;152025;511728
2016-03-08;13143;136;145;152025;511728
2016-03-09;13143;136;145;152025;511728
2016-03-10;13073;136;145;152025;511728
2016-03-11;13070;136;145;152025;511728
2016-03-14;13060;136;145;152025;511728
2016-03-15;13178;136;145;152025;511728
2016-03-16;13268;136;145;152025;511728
2016-03-17;13095;136;145;152025;511728
2016-03-18;13118;136;145;152025;511728
2016-03-21;13135;136;145;152025;511728
2016-03-22;13180;136;145;152025;511728
2016-03-23;13178;136;145;152025;511728
2016-03-24;13253;136;145;152025;511728
2016-03-25;13253;136;145;152025;511728
2016-03-28;13368;136;145;152025;511728
2016-03-29;13398;136;145;152025;511728
2016-03-30;13268;136;145;152025;511728
2016-03-31;13260;136;145;152025;511728
2016-04-01;13160;136;145;152025;511728
2016-04-04;13167;136;145;152025;511728
2016-04-05;13219;136;145;152025;511728
2016-04-06;13223;136;145;152025;511728
2016-04-07;13160;136;145;152025;511728
2016-04-08;13143;136;145;152025;511728
2016-04-11;13128;136;145;152025;511728
2016-04-12;13114;136;145;152025;511728
2016-04-13;13160;136;145;152025;511728
2016-04-14;13178;136;145;152025;511728
2016-04-15;13175;136;145;152025;511728
2016-04-18;13175;136;145;152025;511728
2016-04-19;13148;136;145;152025;511728
2016-04-20;13141;136;145;152025;511728
2016-04-21;13158;136;145;152025;511728
2016-04-22;13198;136;145;152025;511728
2016-04-25;13198;136;145;152025;511728
2016-04-26;13200;136;145;152025;511728
2016-04-27;13195;136;145;152025;511728
2016-04-28;13187;136;145;152025;511728
2016-04-29;13185;136;145;152025;511728
2016-05-02;13180;136;145;152025;511728
2016-05-03;13195;136;145;152025;511728
2016-05-04;13242;136;145;152025;511728
2016-05-05;13242;136;145;152025;511728
2016-05-06;13242;136;145;152025;511728
2016-05-09;13290;136;145;152025;511728
2016-05-10;13288;136;145;152025;511728
2016-05-11;13305;136;145;152025;511728
2016-05-12;13298;136;145;152025;511728
2016-05-13;13318;136;145;152025;511728
2016-05-16;13303;136;145;152025;511728
2016-05-17;13299;136;145;152025;511728
2016-05-18;13389;136;145;152025;511728
2016-05-19;13555;136;145;152025;511728
2016-05-20;13608;136;145;152025;511728
2016-05-23;13583;136;145;152025;511728
2016-05-24;13690;136;145;152025;511728
2016-05-25;13655;136;145;152025;511728
2016-05-26;13604;136;145;152025;511728
2016-05-27;13583;136;145;152025;511728
2016-05-30;13645;136;145;152025;511728
2016-05-31;13660;136;145;152025;511728
2016-06-01;13660;136;145;152025;511728
2016-06-02;13648;136;145;152025;511728
2016-06-03;13592;136;145;152025;511728
2016-06-06;13378;136;145;152025;511728
2016-06-07;13270;136;145;152025;511728
2016-06-08;13265;136;145;152025;511728
2016-06-09;13265;136;145;152025;511728
2016-06-10;13298;136;145;152025;511728
2016-06-13;13279;136;145;152025;511728
2016-06-14;13365;136;145;152025;511728
2016-06-15;13373;136;145;152025;511728
2016-06-16;13368;136;145;152025;511728
2016-06-17;13338;136;145;152025;511728
2016-06-20;13265;136;145;152025;511728
2016-06-21;13263;136;145;152025;511728
2016-06-22;13284;136;145;152025;511728
2016-06-23;13258;136;145;152025;511728
2016-06-24;13380;136;145;152025;511728
2016-06-27;13340;136;145;152025;511728
2016-06-28;13178;136;145;152025;511728
2016-06-29;13162;136;145;152025;511728
2016-06-30;13213;136;145;152025;511728
2016-07-01;13140;136;145;152025;511728
2016-07-04;13128;136;145;152025;511728
2016-07-05;13128;136;145;152025;511728
2016-07-06;13128;136;145;152025;511728
2016-07-07;13128;136;145;152025;511728
2016-07-08;13128;136;145;152025;511728
2016-07-11;13090;136;145;152025;511728
2016-07-12;13120;136;145;152025;511728
2016-07-13;13095;136;145;152025;511728
2016-07-14;13083;136;145;152025;511728
2016-07-15;13092;136;145;152025;511728
2016-07-18;13088;136;145;152025;511728
2016-07-19;13089;136;145;152025;511728
2016-07-20;13113;136;145;152025;511728
2016-07-21;13100;136;145;152025;511728
2016-07-22;13109;136;145;152025;511728
2016-07-25;13140;136;145;152025;511728
2016-07-26;13168;136;145;152025;511728
2016-07-27;13140;136;145;152025;511728
2016-07-28;13101;136;145;152025;511728
2016-07-29;13099;136;145;152025;511728
2016-08-01;13071;136;145;152025;511728
2016-08-02;13098;136;145;152025;511728
2016-08-03;13125;136;145;152025;511728
2016-08-04;13138;136;145;152025;511728
2016-08-05;13129;136;145;152025;511728
2016-08-08;13130;136;145;152025;511728
2016-08-09;13133;136;145;152025;511728
2016-08-10;13114;136;145;152025;511728
2016-08-11;13117;136;145;152025;511728
2016-08-12;13121;136;145;152025;511728
2016-08-15;13113;136;145;152025;511728
2016-08-16;13096;136;145;152025;511728
2016-08-17;13096;136;145;152025;511728
2016-08-18;13117;136;145;152025;511728
2016-08-19;13158;136;145;152025;511728
2016-08-22;13212;136;145;152025;511728
2016-08-23;13219;136;145;152025;511728
2016-08-24;13248;136;145;152025;511728
2016-08-25;13242;136;145;152025;511728
2016-08-26;13206;136;145;152025;511728
2016-08-29;13265;136;145;152025;511728
2016-08-30;13278;136;145;152025;511728
2016-08-31;13268;136;145;152025;511728
2016-09-01;13268;136;145;152025;511728
2016-09-02;13247;136;145;152025;511728
2016-09-05;13153;136;145;152025;511728
2016-09-06;13127;136;145;152025;511728
2016-09-07;13085;136;145;152025;511728
2016-09-08;13063;136;145;152025;511728
2016-09-09;13100;136;145;152025;511728
2016-09-12;13100;136;145;152025;511728
2016-09-13;13170;136;145;152025;511728
2016-09-14;13205;136;145;152025;511728
2016-09-15;13175;136;145;152025;511728
2016-09-16;13158;136;145;152025;511728
2016-09-19;13156;136;145;152025;511728
2016-09-20;13153;136;145;152025;511728
2016-09-21;13136;136;145;152025;511728
2016-09-22;13090;136;145;152025;511728
2016-09-23;13077;136;145;152025;511728
2016-09-26;13030;136;145;152025;511728
2016-09-27;12955;136;145;152025;511728
2016-09-28;12948;136;145;152025;511728
2016-09-29;12975;136;145;152025;511728
2016-09-30;13051;136;145;152025;511728
2016-10-03;12983;136;145;152025;511728
2016-10-04;12982;136;145;152025;511728
2016-10-05;12998;136;145;152025;511728
2016-10-06;12987;136;145;152025;511728
2016-10-07;12985;136;145;152025;511728
2016-10-10;12978;136;145;152025;511728
2016-10-11;13013;136;145;152025;511728
2016-10-12;13019;136;145;152025;511728
2016-10-13;13078;136;145;152025;511728
2016-10-14;13045;136;145;152025;511728
2016-10-17;13069;136;145;152025;511728
2016-10-18;13032;136;145;152025;511728
2016-10-19;13008;136;145;152025;511728
